game_id,player_id,statement,index,resp
e691decc-0fdb-473d-81a4-00744b4b049a,c9803f83-c472-4df7-b408-34e0335a6441,My opponent was a real person and not a robot.,0,1
e691decc-0fdb-473d-81a4-00744b4b049a,c9803f83-c472-4df7-b408-34e0335a6441,I was trying to win each round against my opponent.,1,7
e691decc-0fdb-473d-81a4-00744b4b049a,c9803f83-c472-4df7-b408-34e0335a6441,I was focused on winning for the entire time I was playing.,2,7
e691decc-0fdb-473d-81a4-00744b4b049a,c9803f83-c472-4df7-b408-34e0335a6441,I paid attention to my opponent’s moves in order to try and predict their next move.,3,5
e691decc-0fdb-473d-81a4-00744b4b049a,c9803f83-c472-4df7-b408-34e0335a6441,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,2
ff64c8a4-babc-4874-a895-a21215c22b43,6f9ee46a-9eb3-4f6a-b975-c310abdc2993,My opponent was a real person and not a robot.,0,3
ff64c8a4-babc-4874-a895-a21215c22b43,6f9ee46a-9eb3-4f6a-b975-c310abdc2993,I was trying to win each round against my opponent.,1,3
ff64c8a4-babc-4874-a895-a21215c22b43,6f9ee46a-9eb3-4f6a-b975-c310abdc2993,I was focused on winning for the entire time I was playing.,2,3
ff64c8a4-babc-4874-a895-a21215c22b43,6f9ee46a-9eb3-4f6a-b975-c310abdc2993,I paid attention to my opponent’s moves in order to try and predict their next move.,3,6
ff64c8a4-babc-4874-a895-a21215c22b43,6f9ee46a-9eb3-4f6a-b975-c310abdc2993,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,7
d43fbb13-2480-4e0e-b96e-4cb73b8523df,9b94a2d7-9e4c-446e-a3e6-8e293bc88a6b,My opponent was a real person and not a robot.,0,3
d43fbb13-2480-4e0e-b96e-4cb73b8523df,9b94a2d7-9e4c-446e-a3e6-8e293bc88a6b,I was trying to win each round against my opponent.,1,5
d43fbb13-2480-4e0e-b96e-4cb73b8523df,9b94a2d7-9e4c-446e-a3e6-8e293bc88a6b,I was focused on winning for the entire time I was playing.,2,5
d43fbb13-2480-4e0e-b96e-4cb73b8523df,9b94a2d7-9e4c-446e-a3e6-8e293bc88a6b,I paid attention to my opponent’s moves in order to try and predict their next move.,3,7
d43fbb13-2480-4e0e-b96e-4cb73b8523df,9b94a2d7-9e4c-446e-a3e6-8e293bc88a6b,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,6
e2c11094-08b1-4a2a-b398-a014308e0f9b,fd0180a0-3b74-44c6-9c70-989b1bbdf260,My opponent was a real person and not a robot.,0,3
e2c11094-08b1-4a2a-b398-a014308e0f9b,fd0180a0-3b74-44c6-9c70-989b1bbdf260,I was trying to win each round against my opponent.,1,6
e2c11094-08b1-4a2a-b398-a014308e0f9b,fd0180a0-3b74-44c6-9c70-989b1bbdf260,I was focused on winning for the entire time I was playing.,2,3
e2c11094-08b1-4a2a-b398-a014308e0f9b,fd0180a0-3b74-44c6-9c70-989b1bbdf260,I paid attention to my opponent’s moves in order to try and predict their next move.,3,6
e2c11094-08b1-4a2a-b398-a014308e0f9b,fd0180a0-3b74-44c6-9c70-989b1bbdf260,There were noticeable patterns in my opponent’s moves that allowed me to predict their next move.,4,7
